yorum,hiz,servis,lezzet,Label
Çok lezzetli ve hızlı geldi teşekkürler.,10,10,10,pozitif
Siparişi verdiğim dakikayla geldigi geldigi dakika 9 dakika bunu nasıl yaptınız hayretle karşılıyoruz bravo.,10,10,10,pozitif
Lezzetli ve hizli.,9,8,8,pozitif
Mukemmel servis mukemmel lezzet en onemlisi o sipidi gonzalez gibi motorcu abimiz.,10,10,10,pozitif
Gayet lezzetli ve siparişler çok hızlı tavsiye ederim.,10,10,10,pozitif
Kurye cok kibar biriydi tesekkur ediyorum ayrica :).,10,10,10,pozitif
Çok çok lezzetliydi zor anlarımızın kurtarıcıları oldunuz teşekkürler.,10,10,10,pozitif
Lezzet servishız harikasınizzzz çocuklar.,10,10,10,pozitif
Efsaneee güzeldi.,10,10,10,pozitif
Her zaman harikasınız :).,10,10,10,pozitif
"Beklentimin altında kaldı. Kavurmalı pilav, ciğerli pilav, domatesli pilav, nohutlu pilav yazınca, ben bunlarla pişmiş pilav olduğunu düşündüm. Sadece normal beyaz pilavın üstüne 1 kaşık bu malzemeden koyuyorlarmış. Karıştırılmamış, sosu yok... Yavan kalmış...",9,8,6,pozitif
"Ciğer soğuktu, yağı donmuştu. Ayrıca hayatımda bu kadar berbat midye yemedim.",1,1,1,negatif
Ikram kavurma inanılmaz lezzetliydi emeğinize sağlık.,10,10,10,pozitif
"Milattan kalma servis malzemeleri. 3. Seviye ekipman. Pilavın üstünde damağa yapışan, donmuş bir kavurma. Aşırı sıradan bir kurufasulye. Yiyebilmek için herşeyi baharata boğdum. Hayatımda harcadığım en kötü 35 idi p/f olarak. Kraker alıp yoğurda batırsam ve buna 100 versem çok da mantıklı olurdu.",5,1,1,negatif
Elinize sglik kıvamı güzeldi paketleme eskiye göre daha iyi durumda.,10,10,10,pozitif
Bu puanlara göre çok daha iyisini hak ettiginiz ap açık ortada.. Paketi getiren arkadaşada özellikle teşekkür ederim çok nazik ve kendi işi gibi bravo.,10,10,10,pozitif
Gelen pilavlar çok yağlıydı ve pilav oranına göre tavuk azdı.,10,10,5,pozitif
"Bozuk turşu yollamışlar, kötü!",1,1,1,negatif
"Ketçap ve mayonez unutulmuştu, seçilen malzemelere dikkat etmeleri gerekiyor.",8,4,8,nötr
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Pilav daha iyi olabilirdi ama güzeldi.,10,10,8,pozitif
Harikaydı aslında hızınıza ve lezzetinize diyecrk söz yok.,10,10,10,pozitif
Ellerinize saglık süperdii yine.,10,10,10,pozitif
Ellerinize sağlık süpersiniz bu kadar iyi olmasını beklemiyordum açıkçası.,10,10,10,pozitif
Mukemmel lezzet tesekkurler.,10,10,10,pozitif
Nohutlu pilav ve çiğ köfte dürüm söylemiştim. Bir çok çiğ köfteciden çok daha iyi yapıyorlar çiğ köfteyi. Harikasınız. :) pilav her zamanki gibi mükemmel.,10,10,10,pozitif
Poşetin içi su doluydu.,8,1,9,nötr
İçeceğim süt ürünü olmasına rağmen ambalajı açık geldi. Kim bilir kaç gündür hava alıyordu. Müşteriyi kandırmak kolay kazanmak zordur bunu aklımızda bulunduralım.,5,1,1,negatif
Mükemmel hızlı mükemmel güzel:)).,10,10,10,pozitif
Sadece çoban salatanın soğanları büyük geldi onun dışında her zaman için çok seviyoruz!,9,10,9,pozitif
Sadece 2 adet minik turşu olması üzdü. Onun dışında çok güzeldi.,10,8,10,pozitif
Kuru pilavın kurusu kokuyor yolladıkları salatanın bir kaç günlük olduğuna eminim tavsiye etmiyorum.,1,1,1,negatif
Hg.,10,10,10,pozitif
Ilk tostlari sonrada sizi yiyim.,10,10,10,pozitif
Her şey güzel ancak keşke hellim peynirden biraz daha koysalarmış. Benim gibi açsanız doymuyorsunuz bilginize...,10,10,10,pozitif
Tost kağıda yapışmıştı ve lezzetsizdi. Sıkma portakal değil de başka bişeydi. Bu kalitedeyse ürünler göndermemniz gerekirdi...,6,4,2,nötr
Çalışanlar çok iyi.,10,10,10,pozitif
İyi.,10,10,10,pozitif
Salatanın porsiyonu büyük ve lezzetli. Teşekkürler.,10,10,9,pozitif
Çok güzel herşey ama çok çok yavaş geliyor.,1,9,9,nötr
Her zaman çok iyi.,10,10,10,pozitif
Guzel.,8,10,10,pozitif
Aslında lezzetliydi fakat porsiyon oldukça küçüktü.,9,9,8,pozitif
Nefis.,10,10,10,pozitif
"Şahane, her zaman ki gibi.",9,9,9,pozitif
Süpersiniz ama keşke dürümler biraz daha uzun olsa.,10,10,10,pozitif
Acik ayranin tadi biraz eksiydi..,9,9,7,pozitif
"Bebek susam, favoridir.",8,9,9,pozitif
Bebekin kalitelisini bozmayan nadir mekanlarından. Müşteri memnuniyeti ilk düşünceleri. Arada sorunlar maalesef her mekanda olsa da burada çok nadir oluyor. Sevgilerle kalın.,10,10,10,pozitif
Surekli fast food siparislerimi sizden veririm ama dun aksam soledim big burgerin eti cig gelmisti.,10,10,1,pozitif
Çok hızlı geldi ama ben hemen yiyemedim yinede lezzetini yitirmemisti tebrikler.,10,10,10,pozitif
Çok çok iyi.,10,10,10,pozitif
Yine yine ve yine mükemmel.,10,10,10,pozitif
Salatalar muhteşem.,10,10,10,pozitif
Geçenlerde bir tane cola fazla göndermiş siniz helal edin.,10,10,10,pozitif
Çok başarılı bir salata idi.,10,10,10,pozitif
50 dakikada gelen cok soguk corba. Son siparisim oldu bunlardan.,2,2,2,negatif
"Tek avantajı hızlı gelmesiydi, çok mersi, ama çift kaşarlı tostun içinde eser miktarda kaşar bolca tost ekmeği vardı! Yiyemedim yarısını attım içindeki eser miktarda kaşarcığı yedim! Koskoca ayvalık tost ekmeği kadar ekmek içinde eser miktar! Ayrıca notları okumuyosunuz kepek ekmek istemiştm.",7,3,2,nötr
Güler yüzlü erkan beye selam.,10,5,6,pozitif
Her zamanki gibi mükemmel.,10,10,10,pozitif
Kötü.,1,1,1,negatif
Susam restoran da her geçen gün sıfır risk olduğunu görüyoruz verdiğimiz paranın karşılığını hızlı servis lezzet ve kurye arkadaşların beyefendi tavırlarıyla karşılık alıyoruz. Her şey için teşekkür ederiz.,10,10,10,pozitif
Porsyonlar cok kucuktu.,9,9,9,pozitif
"Islak hamburger sipariş verdim, ıslak hamburgere gram benzemiyordu. Normal hamburger yapmışlar içine sos dökmüşler. Taksime gidip bi ıslak hamburger yemesini öneriyorum işletmeciye. 10 liraya insanları kandırmasın.",9,9,4,pozitif
Salataları efsane ve doyurucu.,9,9,9,pozitif
"5 eylülde susamdan et döner sipariş ettim, lezzet her zamanki gibi iyiydi ama bunun yanında sipariş epey geç geldi, patates kızartması olması gerekirken koyulmamış. Ekmek olarak dürüm, pide vesaire bekliyordum ama yerine birazda bayat poşette halk ekmeğin esmer yuvarlak ekmeğini göndermişler.",3,3,9,nötr
Ara vermiştim aynı şekilde lezzetli ve sıcak geldi iyiki varsın susam.,10,10,10,pozitif
10 yildir siparis verdigim susamda bugun cop sis durum siparis ettim. Icinde cok fazla aci vardi. Yiyemedigimi ve cok aci oldugunu soyleyip degistirmelerini istedim. Ardindan hesabi istedigimde iki durum parasi aldiklarini gordum. Musteri memnuniyetini ne kadar onemsedikleri ortada. Birdahami asla.,1,1,1,negatif
Teşekkürler..,10,10,10,pozitif
Kağit kadar ince bir lavaş allahdan korkun birde 17 lira yazmisiniz.,9,9,1,nötr
